Gene	Condition1	Condition2	State
RP11-843A23.1	-3.680861	-3.592139	unchanging
RP11-844P9.1	-3.680861	-3.592139	unchanging
RP11-847H18.2	2.085852	1.5140605	unchanging
RP11-849H4.4	6.276886	6.0090127	unchanging
RP11-84C10.2	-3.680861	-3.592139	unchanging
RP11-84C10.4	1.3780327	2.0834262	unchanging
RP11-84E24.2	-3.680861	-3.592139	unchanging
RP11-85F14.5	0.99470407	1.1448267	unchanging
RP11-85G21.2	-3.680861	-3.592139	unchanging
RP11-85I21.1	-3.680861	-3.4401355	unchanging
RP11-85O21.4	-3.680861	-3.592139	unchanging
RP11-862G15.2	-3.680861	-3.592139	unchanging
RP11-863N1.2	-3.680861	-3.592139	unchanging
RP11-867G2.2	-3.680861	-3.592139	unchanging
RP11-867G23.2	-2.528858	-1.4401357	unchanging
RP11-867G23.4	4.660967	4.3736453	unchanging
RP11-872J21.2	-3.680861	-3.592139	unchanging
RP11-875O11.1	1.8974068	1.6473271	unchanging
RP11-87C12.4	-3.680861	-3.4401355	unchanging
RP11-881M11.1	-2.528858	-3.4401355	unchanging
RP11-885N19.6	-3.680861	-3.592139	unchanging
RP11-887P2.6	-3.680861	-3.592139	unchanging
RP11-88H10.2	-3.680861	-3.592139	unchanging
RP11-88I18.2	-3.680861	-1.1182077	unchanging
RP11-89K11.1	-0.9438953	-0.85517323	unchanging
RP11-89M22.3	-3.680861	-3.592139	unchanging
RP1-18D14.7	-3.680861	-3.592139	unchanging
RP11-909M7.3	-3.680861	-3.592139	unchanging
RP11-90C4.3	-3.680861	-3.592139	unchanging
RP11-90L20.2	-3.680861	-2.4401357	unchanging
RP11-90M5.1	-3.680861	-3.592139	unchanging
RP11-91I20.3	-3.680861	-3.592139	unchanging
RP11-91J3.2	-3.680861	-3.592139	unchanging
RP11-933H2.4	-3.680861	-0.85517323	unchanging
RP11-93L9.1	-2.528858	-0.44013572	unchanging
RP11-93N20.1	-3.680861	-3.592139	unchanging
RP11-945A11.1	-3.680861	-3.592139	unchanging
RP11-94C24.3	-3.680861	-3.4401355	unchanging
RP11-94H18.3	-3.680861	-3.592139	unchanging
RP11-94I2.4	-3.680861	-3.592139	unchanging
RP11-94M14.3	-3.680861	-3.592139	unchanging
RP11-950C14.3	1.7930701	1.5140605	unchanging
RP11-954J6.3	0.55860496	0.26030394	unchanging
RP11-95K23.5	-3.680861	-3.592139	unchanging
RP11-95L3.2	-3.680861	-3.592139	unchanging
RP11-966I7.2	-3.680861	-3.592139	unchanging
RP11-96C23.8	-1.528858	-0.63278085	unchanging
RP11-96L7.2	-3.680861	-3.592139	unchanging
RP11-981G7.2	-3.528858	-3.592139	unchanging
RP11-98D18.3	-0.20692979	-1.8551732	unchanging
RP11-98L5.5	-3.680861	-3.592139	unchanging
RP11-99E15.2	-3.680861	-3.592139	unchanging
RP11-99J16__A.2	-3.680861	-3.592139	unchanging
RP1-202O8.2	-1.9438953	-1.4401357	unchanging
RP1-207H1.3	-3.680861	-3.592139	unchanging
RP1-213J1P__B.1	-3.680861	-3.592139	unchanging
RP1-225E12.2	-3.680861	-3.592139	unchanging
RP1-234P15.4	-3.680861	-2.4401357	unchanging
RP1-239K6.1	-3.680861	-3.592139	unchanging
RP1-240K6.3	-3.680861	-3.592139	unchanging
RP1-241P17.4	7.960488	7.81253	unchanging
RP1-249F5.3	-3.680861	-3.592139	unchanging
RP1-261G23.5	-3.680861	-3.592139	unchanging
RP1-266L20.4	-2.528858	-3.592139	unchanging
RP1-267L14.3	-3.680861	-3.592139	unchanging
RP1-272L16.1	-3.680861	-3.592139	unchanging
RP1-274L7.1	-1.528858	-3.4401355	unchanging
RP1-283K11.3	-3.680861	-3.592139	unchanging
RP1-287H17.1	-3.680861	-3.592139	unchanging
RP1-292B18.3	-3.680861	-3.592139	unchanging
RP1-293L6.1	-3.680861	-3.592139	unchanging
RP1-293L8.5	-3.680861	-3.592139	unchanging
RP1-300G12.2	-3.680861	-3.592139	unchanging
RP1-304B14.3	-3.680861	-3.592139	unchanging
RP1-309F20.3	-3.680861	-3.592139	unchanging
RP13-100B2.4	0.8634595	0.9521816	unchanging
RP13-1039J1.1	2.4018793	2.260304	unchanging
RP1-315G1.3	-3.680861	-3.592139	unchanging
RP13-16H11.7	-3.680861	-3.592139	unchanging
RP13-216E22.4	-1.9438953	-0.63278085	unchanging
RP13-25N22.1	-3.680861	-3.4401355	unchanging
RP13-279N23.2	2.810992	3.114453	unchanging
RP13-297E16.4	-3.680861	-3.592139	unchanging
RP1-32I10.10	-3.680861	-3.592139	unchanging
RP13-329D4.3	-3.680861	-3.592139	unchanging
RP13-348B13.2	-3.680861	-3.592139	unchanging
RP13-395E19.1	3.880533	3.8997142	unchanging
RP13-452N2.1	-3.680861	-3.592139	unchanging
RP13-455A7.1	-3.680861	-3.592139	unchanging
RP13-46H24.1	-3.528858	-3.4401355	unchanging
RP13-507I23.1	0.056104653	0.80779165	unchanging
RP13-530H6.2	-2.528858	-3.4401355	unchanging
RP1-35C21.1	-3.680861	-3.592139	unchanging
RP13-631K18.2	-3.680861	-3.592139	unchanging
RP1-37J18.2	-3.680861	-3.592139	unchanging
RP13-895J2.7	-3.680861	-3.592139	unchanging
RP13-923O23.6	-2.528858	-3.592139	unchanging
RP13-996F3.4	1.1149982	1.6473271	unchanging
RP1-40E16.2	-3.680861	-3.592139	unchanging
RP1-41P2.7	-3.680861	-3.592139	unchanging
RP1-45I4.2	-3.680861	-3.592139	unchanging
RP1-50O24.8	-1.2069298	-1.8551732	unchanging
RP1-54A3.1	-3.680861	-3.592139	unchanging
RP1-5O6.5	-2.528858	-1.8551732	unchanging
RP1-62D2.3	-3.680861	-3.4401355	unchanging
RP1-62O9.3	-3.680861	-3.592139	unchanging
RP1-68D18.2	-3.680861	-3.592139	unchanging
RP1-69D17.4	-3.680861	-3.592139	unchanging
RP1-69M21.2	-0.7215031	-2.4401357	unchanging
RP1-71L16.2	2.025731	1.9521816	unchanging
RP1-84O15.2	-3.680861	-3.592139	unchanging
RP1-85F18.6	0.47114208	0.46675485	unchanging
RP1-86D1.5	-3.680861	-3.592139	unchanging
RP1-90J20.8	-1.9438953	-3.592139	unchanging
RP1-90K10.4	-3.680861	-3.592139	unchanging
RP1-92O14.6	1.1715819	1.4178451	unchanging
RP1-93H18.6	-3.680861	-3.592139	unchanging
RP1-97G4.1	-3.528858	-3.592139	unchanging
RP3-326I13.1	-3.680861	-3.592139	unchanging
RP3-332B22.1	-3.680861	-3.592139	unchanging
RP3-337D23.3	-3.680861	-3.592139	unchanging
RP3-347E1.2	-3.680861	-3.592139	unchanging
RP3-377H17.1	-3.680861	-3.592139	unchanging
RP3-393K13.1	-3.680861	-3.592139	unchanging
RP3-395M20.9	-3.680861	-3.4401355	unchanging
RP3-399L15.2	-3.680861	-3.592139	unchanging
RP3-406P24.3	-3.680861	-3.592139	unchanging
RP3-410C9.2	-3.680861	-3.592139	unchanging
RP3-413H6.2	-3.680861	-3.592139	unchanging
RP3-414A15.10	-3.528858	-3.592139	unchanging
RP3-416J7.3	-3.680861	-3.592139	unchanging
RP3-425P12.5	-3.680861	-3.592139	unchanging
RP3-445N2.1	-2.528858	-2.4401357	unchanging
RP3-455J7.4	-3.680861	-3.592139	unchanging
RP3-461P17.9	-3.680861	-3.592139	unchanging
RP3-462C17.1	-3.680861	-3.592139	unchanging
RP3-468B3.3	-3.680861	-1.8551732	unchanging
RP3-471M13.2	-3.680861	-3.592139	unchanging
RP3-475N16.1	-0.20692979	-0.85517323	unchanging
RP3-486B10.1	-0.20692979	-3.4401355	unchanging
RP3-486I3.5	1.6004251	1.4667549	unchanging
RP3-495K2.3	-3.680861	-3.592139	unchanging
RP3-503A6.2	-3.680861	-3.592139	unchanging
RP3-508I15.19	2.2525017	2.1448267	unchanging
RP3-510D11.1	-3.528858	-3.4401355	unchanging
RP4-537K17.2	-1.2069298	-1.4401357	unchanging
RP4-568F9.3	-1.9438953	-3.4401355	unchanging
RP4-583K8.1	-3.680861	-3.592139	unchanging
RP4-607I7.1	-3.680861	-3.592139	unchanging
RP4-610C12.1	-3.680861	-3.592139	unchanging
RP4-610C12.4	-3.680861	-3.592139	unchanging
RP4-613A2.1	-3.528858	-3.592139	unchanging
RP4-614N24.1	-3.680861	-3.592139	unchanging
RP4-630A11.3	-3.680861	-3.592139	unchanging
RP4-630C24.3	-3.680861	-3.592139	unchanging
RP4-647C14.3	-0.9438953	-2.4401357	unchanging
RP4-650F12.2	-3.680861	-3.592139	unchanging
RP4-651E10.4	-3.680861	-3.592139	unchanging
RP4-655L22.2	-1.9438953	-1.4401357	unchanging
RP4-660H19.1	-3.680861	-3.592139	unchanging
RP4-665J23.2	-3.680861	-3.592139	unchanging
RP4-668G5.1	-3.680861	-3.592139	unchanging
RP4-697K14.3	-3.680861	-3.592139	unchanging
RP4-697K14.7	1.278497	1.9861289	unchanging
RP4-705O1.1	-3.680861	-3.592139	unchanging
RP4-714D9.2	0.6410671	1.3147516	unchanging
RP4-718N17.2	-3.680861	-3.592139	unchanging
RP4-735C1.6	-3.680861	-3.592139	unchanging
RP4-736H5.3	-3.680861	-3.592139	unchanging
RP4-743D20.1	-3.680861	-3.592139	unchanging
RP4-749H3.2	-3.680861	-3.592139	unchanging
RP4-753D4.2	-3.680861	-3.592139	unchanging
RP4-758J18.8	-3.680861	-3.592139	unchanging
RP4-760C5.3	-3.680861	-1.8551732	unchanging
RP4-760C5.5	-3.680861	-3.592139	unchanging
RP4-773N10.5	4.547958	4.548549	unchanging
RP4-781K5.4	-3.680861	-3.592139	unchanging
RP4-796I8.1	-3.680861	-3.592139	unchanging
RP4-798A10.2	-0.7215031	0.14482673	unchanging
RP4-799D16.1	-3.680861	-3.592139	unchanging
RP4-799P18.4	-3.680861	-3.592139	unchanging
RP4-803J11.2	1.2260296	1.0192958	unchanging
RP4-811H24.3	-3.680861	-3.4401355	unchanging
RP4-811H24.9	-3.680861	-3.4401355	unchanging
RP4-813D12.2	-3.680861	-3.592139	unchanging
RP4-813D12.3	-3.680861	-3.592139	unchanging
RP4-816N1.7	3.7095468	3.5371442	unchanging
RP5-1006K12.1	-3.680861	-3.592139	unchanging
RP5-1021I20.4	5.8889947	5.6762085	unchanging
RP5-1024N4.2	-3.680861	-3.592139	unchanging
RP5-1027O15.1	-3.680861	-3.592139	unchanging
RP5-1029K10.2	-3.680861	-3.592139	unchanging
RP5-1044H5.1	-3.680861	-3.592139	unchanging
RP5-1050E16.2	-3.680861	-3.592139	unchanging
RP5-1057I20.2	-3.680861	-3.592139	unchanging
RP5-1069P2.4	-2.528858	-3.4401355	unchanging
RP5-1077H22.1	-3.680861	-3.592139	unchanging
RP5-1077I2.3	-3.680861	-3.4401355	unchanging
RP5-1086K13.1	-3.528858	-2.4401357	unchanging
RP5-1092A11.5	-3.680861	-3.592139	unchanging
RP5-1096J16.1	-3.680861	-3.592139	unchanging
RP5-1113E3.3	2.085852	2.1448267	unchanging
RP5-1154L15.2	-3.680861	-3.592139	unchanging
RP5-1158E12.3	-3.528858	-2.4401357	unchanging
RP5-1160K1.6	0.17158182	0.8817923	unchanging
RP5-1166F10.1	-3.680861	-3.592139	unchanging
RP5-1180C18.1	-3.680861	-3.592139	unchanging
RP5-1185H19.2	-3.680861	-3.592139	unchanging
RP5-1185K9.1	-3.680861	-3.592139	unchanging
RP5-827O9.1	-3.680861	-3.592139	unchanging
RP5-837M10.4	-0.5288579	-0.118207715	unchanging
RP5-842K16.1	-3.680861	-3.592139	unchanging
RP5-843L14.1	-3.680861	-3.592139	unchanging
RP5-857K21.2	-3.528858	-2.4401357	unchanging
RP5-860P4.2	-3.680861	-3.592139	unchanging
RP5-866L20.1	-3.680861	-3.592139	unchanging
RP5-869M20.2	-3.680861	-3.592139	unchanging
RP5-872K7.7	-3.528858	-2.4401357	unchanging
RP5-881L22.6	-3.680861	-3.592139	unchanging
RP5-886K2.3	3.2393262	3.114453	unchanging
RP5-888M10.2	-3.680861	-3.592139	unchanging
RP5-893G23.1	-3.680861	-3.592139	unchanging
RP5-896L10.1	-3.680861	-3.592139	unchanging
RP5-897D18.1	-3.680861	-3.592139	unchanging
RP5-905H7.3	-3.680861	-3.592139	unchanging
RP5-905H7.8	-3.680861	-3.592139	unchanging
RP5-919F19.5	-3.680861	-2.4401357	unchanging
RP5-940F7.2	-3.680861	-3.592139	unchanging
RP5-945F2.3	-3.680861	-3.592139	unchanging
RP5-945I17.2	-3.680861	-3.592139	unchanging
RP5-947P14.1	-0.9438953	-1.8551732	unchanging
RP5-956O18.3	3.3537853	3.8636448	unchanging
RP5-977B1.11	4.6004252	5.749689	up
RP5-988G17.1	-3.680861	-3.592139	unchanging
RP5-991B18.1	-3.680861	-3.592139	unchanging
RP5-991O23.1	-3.680861	-3.592139	unchanging
RP5-994D16.7	-3.680861	-3.592139	unchanging
RP5-994D16.9	-0.06942624	-1.1182077	unchanging
RP6-109B7.3	0.7930702	1.0192958	unchanging
RP6-27P15.2	-3.680861	-3.592139	unchanging
RP6-65G23.3	0.056104653	0.36721915	unchanging
RPA2	5.7119336	5.4577093	unchanging
RPF2	3.4018793	3.7397735	unchanging
RPGRIP1L	4.5426044	4.4965024	unchanging
RPH3A	-3.680861	-2.4401357	unchanging
RPH3AL	2.085852	1.1448267	unchanging
RPL11	7.8591595	7.816073	unchanging
RPL13A	8.556283	8.4831915	unchanging
RPL14	7.228532	7.1485786	unchanging
RPL31	7.3040323	7.4697576	unchanging
RPL36A	5.9509225	6.0376225	unchanging
RPL39L	3.6106935	3.5140605	unchanging
RPLP1	7.508689	7.512605	unchanging
RPP21	2.304032	2.3147516	unchanging
RPP25	1.7930701	2.0517173	unchanging
RPRM	-1.528858	-0.118207715	unchanging
RPS13	6.4654956	6.528531	unchanging
RPS15	6.392983	6.3461337	unchanging
RPS2	9.1659355	9.265281	unchanging
RPS20	7.79476	7.7856736	unchanging
RPS23	8.624377	8.593975	unchanging
RPS25	7.0840106	7.1513867	unchanging
RPS28	5.49351	5.2145004	unchanging
RPS4Y2	-3.680861	-3.592139	unchanging
RPS6KA2	4.5209904	4.657896	unchanging
RPS6KB1	5.5978465	6.399068	up
RPS7	7.3621664	7.2524796	unchanging
RPSAP58	9.363874	9.432155	unchanging
RPUSD2	2.3537853	2.2322896	unchanging
RQCD1	6.5809727	6.5640845	unchanging
RRAGD	6.1853876	5.291183	down
RRM2B	7.10686	6.876146	unchanging
RRP7B	3.8286939	3.7595365	unchanging
RSPH10B2	4.0561047	3.678805	unchanging
RSPH3	3.7472668	3.2180758	unchanging
RSPO3	-1.2069298	-0.85517323	unchanging
RTCD1	4.5586047	4.3147516	unchanging
RTN1	1.9629952	0.80779165	unchanging
RTN3	7.8575435	7.7134166	unchanging
S100A14	-0.9438953	3.678805	up
S100A16	3.6609669	4.7741833	up
S100A4	3.8889945	3.4906015	unchanging
S100A5	-3.680861	-3.4401355	unchanging
S100A6	6.1275673	6.11637	unchanging
S100P	-3.680861	1.9174162	up
S1PR2	1.8634596	2.3147516	unchanging
SAA2-SAA4	-3.680861	-3.592139	unchanging
SAA4	-3.680861	-3.592139	unchanging
SAMD10	1.3780327	0.5598642	unchanging
SAMD13	1.0561047	0.14482673	unchanging
SAMD3	-3.680861	-3.592139	unchanging
SAP18	6.476767	6.2001095	unchanging
SARDH	-3.528858	-2.4401357	unchanging
SARM1	5.3568387	5.463746	unchanging
SASH1	5.8698854	5.3114085	unchanging
SAT1	6.4180484	4.817252	down
SBNO2	3.6106935	3.4546819	unchanging
SCAF1	4.7840247	4.6526213	unchanging
SCAMP4	5.1329203	4.956469	unchanging
SCAP	5.8042974	5.7272825	unchanging
SCG3	-2.528858	-3.4401355	unchanging
SCGB1A1	-3.680861	-3.592139	unchanging
SCGB1D1	-3.528858	-3.592139	unchanging
SCGB1D2	2.6609666	-0.85517323	down
SCGB2A1	3.212609	0.9521816	down
SCGB2A2	-3.680861	-3.592139	unchanging
SCHIP1	1.8634596	2.5371442	unchanging
SCN1A	-3.528858	-1.8551732	unchanging
SCN2A	-0.5288579	0.5598642	unchanging
SCN3B	-3.528858	-3.592139	unchanging
SCRN3	4.4990478	4.2393446	unchanging
SCXB	-2.528858	-0.85517323	unchanging
SDCBP	7.3095584	6.8113465	unchanging
SDHAF2	4.563899	4.253351	unchanging
SDIM1	-3.680861	-3.592139	unchanging
SDR42E1	3.471142	3.788683	unchanging
SEC14L2	1.3291231	1.5140605	unchanging
SEC14L3	-3.680861	-3.592139	unchanging
SEC14L6	-3.680861	-3.592139	unchanging
SEC22A	4.1435676	4.20372	unchanging
SEC23A	6.9649973	7.0547194	unchanging
SEC24B	5.582278	5.3280487	unchanging
SEC24C	6.716695	6.704522	unchanging
SEC24D	5.9769535	6.3752475	unchanging
SEC61B	4.994704	5.3927546	unchanging
SEC61G	5.5209904	6.05372	unchanging
SEC62-AS1	-3.680861	-3.592139	unchanging
SEL1L2	-3.680861	-3.592139	unchanging
SEL1L3	7.3847795	7.2877846	unchanging
SEMA3C	2.9468756	5.35428	up
SEMA3G	1.6805955	2.0517173	unchanging
SEMA6A	4.4935102	5.3280487	unchanging
SENP7	4.9468756	4.803038	unchanging
SENP8	1.9629952	1.7297893	unchanging
SEPHS1	6.403357	6.284378	unchanging
SEPN1	5.9509225	6.06369	unchanging
SEPP1	4.641067	4.075564	unchanging
SEPSECS	4.341507	3.5710914	unchanging
SERAC1	4.62596	4.294574	unchanging
SERF1A	4.833086	4.8727474	unchanging
SERF1B	4.8548465	4.886294	unchanging
SERPINA3	-3.680861	2.8817923	up
SERPINB12	-3.680861	-3.592139	unchanging
SERPINB2	-3.680861	-3.592139	unchanging
SERPINB9	1.1715819	-0.118207715	unchanging
SERPINE1	-3.680861	-1.8551732	unchanging
SERPINF1	1.6004251	0.64732707	unchanging
SERPINI1	2.304032	1.5598643	unchanging
SERPINI2	-3.528858	-3.592139	unchanging
SETD6	4.272042	4.4363813	unchanging
SETD7	4.6708145	5.531408	up
SF3B1	8.595909	8.483562	unchanging
SF3B4	5.751913	5.7397733	unchanging
SFPQ	8.43476	8.344908	unchanging
SFRP1	3.0103006	2.7693176	unchanging
SFRP5	-3.680861	-3.4401355	unchanging
SFTA2	-3.680861	-3.592139	unchanging
SFXN2	3.651051	4.260304	unchanging
SGCA	-3.680861	-3.4401355	unchanging
SGOL2	6.148862	6.242859	unchanging
SGSM3	3.265558	3.4906015	unchanging
SH2B2	-0.3589329	-0.85517323	unchanging
SH2D1A	-3.528858	-3.592139	unchanging
SH2D3A	1.8974068	2.114453	unchanging
SH3RF3	-1.9438953	-3.592139	unchanging
SH3TC2	-2.528858	-2.4401357	unchanging
SHANK2-AS3	-3.680861	-3.592139	unchanging
SHC4	-1.528858	-0.85517323	unchanging
SHE	-3.680861	-3.592139	unchanging
SHH	-2.528858	-2.4401357	unchanging
SHISA3	0.71906954	2.969255	up
SHKBP1	4.641067	4.62056	unchanging
SHOC2	6.0523424	6.167195	unchanging
SHROOM1	2.9789367	2.7096112	unchanging
SIGMAR1	5.7143164	5.9283705	unchanging
SIL1	4.3659596	4.4178452	unchanging
SIX1	3.8889945	3.8727472	unchanging
SKAP1	-3.680861	-2.4401357	unchanging
SKAP2	6.358362	6.0213437	unchanging
SKI	5.7840247	5.943568	unchanging
SKP1	7.688494	7.6512995	unchanging
SLA2	2.8974068	3.2037203	unchanging
SLAMF7	-3.528858	-3.592139	unchanging
SLC10A6	-3.528858	-3.592139	unchanging
SLC12A4	4.025731	4.4240503	unchanging
SLC13A1	-3.680861	-3.592139	unchanging
SLC13A4	-0.9438953	-0.85517323	unchanging
SLC15A5	-3.680861	-3.592139	unchanging
SLC16A4	-3.680861	0.36721915	unchanging
SLC16A8	-0.5288579	-0.85517323	unchanging
SLC16A9	3.5796664	3.5710914	unchanging
SLC17A7	1.641067	2.1745741	unchanging
SLC19A1	5.063599	5.3280487	unchanging
SLC1A5	6.4851623	7.081465	unchanging
SLC22A1	-3.528858	-3.4401355	unchanging
SLC22A16	-1.2069298	-3.4401355	unchanging
SLC22A17	1.1149982	0.80779165	unchanging
SLC22A18	2.4018793	2.5140605	unchanging
SLC22A18AS	-3.528858	-1.1182077	unchanging
SLC22A23	3.6310136	3.678805	unchanging
SLC22A25	-3.680861	-3.592139	unchanging
SLC22A9	-3.680861	-3.592139	unchanging
SLC24A3	-3.680861	-0.85517323	unchanging
SLC25A2	-3.528858	-3.4401355	unchanging
SLC25A3	8.635421	8.283952	unchanging
SLC25A35	3.5796664	3.380043	unchanging
SLC25A40	5.7930703	5.4727535	unchanging
SLC25A6	6.535885	6.1946754	unchanging
SLC29A2	4.660967	4.5256486	unchanging
SLC2A12	5.199063	3.189221	down
SLC30A10	-2.528858	-3.4401355	unchanging
SLC30A4	4.2655582	4.181916	unchanging
SLC30A5	6.5939703	6.561272	unchanging
SLC34A1	-3.680861	-3.592139	unchanging
SLC35B3	4.335328	4.5766726	unchanging
SLC35B4	5.434038	5.642013	unchanging
SLC35D2	3.3537853	3.1745741	unchanging
SLC35E1	5.9529414	6.1067586	unchanging
SLC35G3	-3.680861	-3.592139	unchanging
SLC35G5	-3.680861	-3.592139	unchanging
SLC37A1	3.1149983	2.7693176	unchanging
SLC37A3	5.6560173	5.463746	unchanging
SLC38A10	4.7143164	4.724771	unchanging
SLC39A6	7.2083893	8.439064	up
SLC39A7	7.39966	7.5140605	unchanging
SLC43A1	0.55860496	1.6473271	unchanging
SLC4A2	5.4767666	5.582232	unchanging
SLC4A7	6.690311	6.52997	unchanging
SLC4A8	2.1435673	2.4906015	unchanging
SLC6A13	0.8634595	-0.27021074	unchanging
SLC6A14	-3.680861	3.9607437	up
SLC6A17	0.71906954	0.64732707	unchanging
SLC6A18	-3.680861	-3.592139	unchanging
SLC6A20	5.4455566	2.8266509	down
SLC6A3	-2.528858	-1.1182077	unchanging
SLC6A5	-3.680861	-3.592139	unchanging
SLC6A9	3.071055	3.4178452	unchanging
SLC7A10	-3.528858	-2.4401357	unchanging
SLC7A11	8.455561	8.210467	unchanging
SLC7A14	-3.680861	-3.592139	unchanging
SLC7A2	3.071055	6.0676584	up
SLC7A4	-3.680861	-2.4401357	unchanging
SLC7A6OS	5.1956563	5.5082316	unchanging
SLC8A2	-3.528858	-2.4401357	unchanging
SLC9A3R2	4.7143164	4.3214154	unchanging
SLC9A4	-3.680861	-1.8551732	unchanging
SLC9A5	0.6410671	0.8817923	unchanging
SLCO1B1	-3.680861	-3.592139	unchanging
SLCO2A1	1.5155362	1.0192958	unchanging
SLTM	6.1077666	5.965006	unchanging
SMAD1	4.232693	3.8636448	unchanging
SMAD9-AS1	-3.680861	-3.592139	unchanging
SMAGP	3.265558	3.0028079	unchanging
SMARCA5-AS1	2.1149983	1.9174162	unchanging
SMARCAD1	6.3885145	6.2411027	unchanging
SMCP	-3.680861	-3.592139	unchanging
SMCR2	-3.680861	-3.592139	unchanging
SMCR7	2.558605	2.5371442	unchanging
SMG5	5.7726383	5.895254	unchanging
SMOC2	5.7930703	4.5428576	down
SMOX	0.47114208	1.3147516	unchanging
SNAP25	1.8634596	1.6891472	unchanging
SNAPC2	2.304032	2.260304	unchanging
SNAPC4	2.6999607	3.0834265	unchanging
SNCB	-3.680861	-3.592139	unchanging
SNCG	-3.680861	-3.592139	unchanging
SNHG1	5.4018793	5.9798245	unchanging
SNHG11	2.2260296	1.9521816	unchanging
SNHG9	0.056104653	-1.8551732	unchanging
SNORA58	-3.680861	-3.592139	unchanging
SNORA71B	-3.680861	-3.592139	unchanging
SNX15	4.685461	4.6151466	unchanging
SNX24	4.1077666	4.20372	unchanging
SNX25	3.504565	3.341224	unchanging
SNX6	6.468322	6.4592214	unchanging
SOAT2	-3.680861	-3.592139	unchanging
SOBP	3.5796664	3.779033	unchanging
SORCS3	-3.680861	-3.592139	unchanging
SORT1	7.901595	8.0069475	unchanging
SOS1-IT1	-3.528858	-2.4401357	unchanging
SOST	-3.680861	-3.592139	unchanging
SOSTDC1	4.1149983	4.159777	unchanging
SOX10	-3.680861	-3.592139	unchanging
SOX14	-3.680861	-3.592139	unchanging
SOX2	-3.680861	2.260304	up
SOX2-OT	-2.528858	-3.592139	unchanging
SOX6	5.8995023	4.908592	down
SP7	-3.680861	-3.592139	unchanging
SP9	-3.680861	-3.592139	unchanging
SPAG17	0.7930702	1.0834262	unchanging
SPANXB2	-3.680861	-3.592139	unchanging
SPANXN4	-3.680861	-3.592139	unchanging
SPATA18	-2.528858	0.019295823	unchanging
SPATA2L	1.7930701	2.2037203	unchanging
SPATA3	-3.680861	-3.592139	unchanging
SPATA5	3.3537853	3.502379	unchanging
SPCS3	7.59138	7.9908395	unchanging
SPDEF	-3.680861	2.1448267	up
SPDYE3	2.5796664	2.7693176	unchanging
SPDYE4	-3.680861	-3.4401355	unchanging
SPDYE6	2.1990626	3.301331	unchanging
SPESP1	2.9305737	2.8997142	unchanging
SPG21	6.255777	6.1182847	unchanging
SPHAR	3.641067	3.2877848	unchanging
SPIC	-3.680861	-3.592139	unchanging
SPIN2A	0.93057376	0.8817923	unchanging
SPIN2B	1.5155362	1.3147516	unchanging
SPIRE1	4.9305735	4.840635	unchanging
SPIRE2	2.4018793	2.7297893	unchanging
SPN	-3.680861	-3.4401355	unchanging
SPPL2A	5.5559506	5.62056	unchanging
SPRR2B	-3.680861	-3.592139	unchanging
SPRR2E	-3.680861	-3.592139	unchanging
SPRR3	-3.680861	-3.4401355	unchanging
SPRY1	5.416586	5.185573	unchanging
SPRYD7	3.79307	3.8817923	unchanging
SPSB2	1.6805955	2.0834262	unchanging
SPTLC1	6.3166323	6.3214154	unchanging
SPTSSB	-0.3589329	6.600154	up
SRF	4.9346666	5.0192957	unchanging
SRGAP3-AS2	-3.680861	-3.592139	unchanging
SRI	5.737929	5.617856	unchanging
SRSF10	7.128461	7.2585692	unchanging
SRSF4	5.64357	5.5626793	unchanging
SSC5D	-3.680861	-3.4401355	unchanging
SSX9	-3.680861	-3.592139	unchanging
ST14	6.602999	6.518417	unchanging
ST18	-3.680861	-3.592139	unchanging
ST3GAL1	1.6004251	3.189221	unchanging
ST6GALNAC1	2.8634596	0.26030394	down
ST7-AS2	0.6410671	0.36721915	unchanging
ST8SIA6	-3.680861	-2.4401357	unchanging
STAB1	0.056104653	-0.63278085	unchanging
STARD10	3.3780327	4.4178452	up
STARD13-AS1	-3.680861	-3.592139	unchanging
STARD13-AS2	-3.680861	-3.592139	unchanging
STARD4	7.228532	7.0223665	unchanging
STARD5	1.0561047	1.5598643	unchanging
STARD9	3.1293538	2.788683	unchanging
STAT3	6.1733146	5.9965754	unchanging
STAT5A	1.9947041	1.9521816	unchanging
STAT5B	3.5691743	3.5822322	unchanging
STAU2	6.1733146	6.0028076	unchanging
STEAP2-AS1	-3.680861	-3.592139	unchanging
STEAP3	4.537231	4.0990233	unchanging
STK11	4.6951437	4.7790327	unchanging
STK17B	5.341507	5.200109	unchanging
STK24-AS1	-3.680861	-3.592139	unchanging
STK31	2.8461814	0.5598642	down
STK38	5.4851623	5.6839857	unchanging
STK38L	6.2945094	6.1009607	unchanging
STMN3	3.504565	4.181916	unchanging
STRA13	4.4253387	4.0192957	unchanging
STRN3	5.944848	6.0192957	unchanging
STUB1	5.353785	5.4240503	unchanging
STX10	4.071055	3.7197356	unchanging
STX12	5.2976904	5.0873413	unchanging
STX2	5.025731	4.8452663	unchanging
STX5	4.6106935	4.7197356	unchanging
STXBP6	7.354549	5.691721	down
STYX	5.5926757	5.831327	unchanging
STYXL1	3.2260296	3.341224	unchanging
SUCLA2-AS1	-1.9438953	-1.8551732	unchanging
SUGT1	4.6560173	4.7693176	unchanging
SULF1	-2.528858	2.3927543	up
SULF2	0.7930702	5.781451	up
